SAMPLE_ID,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,TARGET
378,0.21794871794871792,0.4,0.75,1.0,0.5,1.0,1.0,1.0,0.75,0.25,1.0,0.75,1.0,0.75,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
379,0.12820512820512822,0.6000000000000001,0.5,0.75,0.25,0.25,1.0,0.75,1.0,1.0,1.0,1.0,0.25,0.25,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
380,0.11538461538461539,1.0,0.75,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.0,0.0,0.5,0.25,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
381,0.20512820512820515,1.0,1.0,1.0,0.5,1.0,0.75,1.0,1.0,0.5,0.5,1.0,1.0,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
382,0.08974358974358973,0.6000000000000001,0.75,0.5,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
383,0.17564102564102566,1.0,0.75,0.25,0.25,0.5,1.0,0.5,1.0,0.25,0.5,0.75,1.0,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
384,0.14102564102564105,0.2,0.5,0.75,0.0,0.5,0.5,0.25,0.5,0.5,0.75,1.0,0.5,0.5,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
385,0.16666666666666666,0.6000000000000001,0.75,1.0,0.5,0.75,0.75,0.75,1.0,0.0,0.25,0.5,0.75,0.5,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
386,0.11538461538461539,0.4,1.0,0.75,0.25,0.5,0.5,0.75,0.5,0.75,0.0,0.25,0.25,0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
387,0.12820512820512822,0.8,1.0,1.0,0.25,0.75,1.0,0.5,1.0,0.5,0.25,0.5,0.5,0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
388,0.07692307692307693,0.8,0.75,0.75,0.25,0.75,0.75,0.75,1.0,0.25,0.75,0.25,0.75,0.75,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
389,0.10256410256410256,0.4,0.5,0.75,0.5,0.75,0.75,0.75,1.0,0.0,0.25,0.75,0.75,0.25,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
390,0.08974358974358973,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.25,0.75,0.75,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
391,0.11538461538461539,1.0,0.75,0.75,0.75,0.75,0.25,0.5,0.25,0.5,0.75,0.5,0.5,0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
392,0.11538461538461539,1.0,0.5,0.5,0.5,0.75,1.0,1.0,0.75,0.5,0.0,1.0,0.5,0.5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
393,0.12820512820512822,1.0,1.0,0.75,0.75,1.0,1.0,1.0,0.25,0.5,0.0,1.0,1.0,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
394,0.11538461538461539,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.75,1.0,0.75,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
395,0.08974358974358973,1.0,1.0,0.75,0.25,0.5,0.5,0.25,0.0,0.5,0.5,0.25,0.25,0.25,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
396,0.1794871794871795,0.2,0.75,0.25,0.0,0.25,0.5,0.0,0.25,0.5,0.75,0.25,0.25,0.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
397,0.11538461538461539,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.25,0.75,0.5,1.0,0.75,0.5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
398,0.10256410256410256,1.0,0.75,0.75,0.5,1.0,0.75,1.0,0.75,0.5,0.75,1.0,1.0,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
399,0.10256410256410256,0.4,0.25,0.0,0.75,0.25,0.25,0.25,0.5,0.5,0.25,0.0,0.75,0.75,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
400,0.14102564102564105,0.8,0.5,0.75,0.0,1.0,0.75,1.0,0.5,0.5,0.75,1.0,1.0,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
401,0.07692307692307693,0.6000000000000001,0.75,0.25,0.5,0.5,0.75,0.5,0.25,0.25,0.25,0.75,0.75,0.5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
402,0.5,0.2,0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.5,0.25,0.75,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
403,0.16666666666666666,1.0,1.0,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.25,0.5,0.75,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
404,0.39743589743589747,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
405,0.39743589743589747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
406,0.07692307692307693,0.6000000000000001,0.75,1.0,0.25,0.75,1.0,0.5,1.0,1.0,0.0,1.0,0.75,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
407,0.28205128205128205,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
408,0.10256410256410256,1.0,0.5,1.0,0.25,1.0,0.5,1.0,0.75,0.25,0.75,0.75,0.5,0.5,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
409,0.08974358974358973,0.8,0.75,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.75,1.0,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
410,0.14102564102564105,1.0,1.0,0.25,0.75,0.25,1.0,0.0,0.5,0.25,0.75,0.75,0.25,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
411,0.10256410256410256,0.6000000000000001,0.75,0.75,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
412,0.14102564102564105,1.0,0.5,0.75,0.75,0.75,0.5,0.5,0.25,0.5,0.0,0.5,0.5,0.5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
413,0.10256410256410256,0.6000000000000001,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.75,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
414,0.051282051282051294,1.0,0.25,0.75,0.5,1.0,1.0,1.0,0.5,0.25,0.0,1.0,0.75,1.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
415,0.16666666666666666,0.8,0.75,0.75,0.25,0.75,0.5,0.75,0.5,0.5,0.25,0.75,0.5,0.75,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
416,0.0641025641025641,0.6000000000000001,0.75,1.0,0.75,1.0,1.0,0.75,0.75,0.5,0.5,1.0,0.5,1.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
417,0.0641025641025641,0.6000000000000001,0.25,0.0,0.0,0.5,0.5,0.25,0.0,0.5,0.0,0.25,0.25,0.25,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
418,0.0641025641025641,0.6000000000000001,1.0,0.5,0.75,0.5,0.75,0.75,0.0,0.5,0.0,0.5,1.0,1.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
419,0.12820512820512822,0.6000000000000001,0.5,0.75,0.25,0.75,1.0,0.75,0.25,0.5,0.25,0.75,0.5,0.5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
420,0.08974358974358973,0.2,0.75,1.0,0.5,1.0,0.25,1.0,0.0,0.25,0.5,0.5,0.25,0.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
421,0.12820512820512822,1.0,0.75,0.75,0.5,0.75,1.0,0.75,0.75,0.5,0.25,0.5,0.5,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
422,0.15384615384615383,0.0,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.75,0.5,0.25,0.25,0.75,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
423,0.16666666666666666,0.4,0.75,0.5,0.5,0.5,1.0,0.75,0.75,0.0,0.75,1.0,1.0,0.75,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
424,0.08974358974358973,1.0,0.75,1.0,0.5,0.75,1.0,0.75,1.0,0.25,0.75,0.75,0.75,1.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
425,0.07692307692307693,0.2,0.75,0.5,0.0,0.5,0.75,0.25,0.25,0.5,0.5,0.0,0.75,0.5,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
426,0.051282051282051294,0.4,0.75,0.0,0.5,0.25,1.0,0.75,1.0,1.0,0.0,0.75,0.75,0.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
427,0.14102564102564105,0.6000000000000001,0.75,0.5,1.0,0.5,0.5,1.0,0.75,0.25,0.5,0.5,0.5,0.5,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
428,0.20512820512820515,1.0,1.0,1.0,1.0,0.75,1.0,0.75,0.5,0.5,0.75,0.75,0.75,0.5,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
429,0.21794871794871792,0.6000000000000001,0.0,1.0,0.0,0.25,0.5,0.5,0.25,0.75,0.5,0.5,0.5,0.25,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
430,0.10256410256410256,0.6000000000000001,0.75,1.0,0.75,0.75,1.0,1.0,1.0,0.0,0.5,1.0,0.75,0.75,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
431,0.12820512820512822,1.0,0.75,0.5,0.25,0.75,0.75,0.75,0.5,0.5,0.5,1.0,1.0,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
432,0.10256410256410256,1.0,1.0,1.0,0.25,0.5,0.75,0.5,0.75,0.75,0.75,1.0,0.5,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
433,0.08974358974358973,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
434,0.10256410256410256,0.8,0.75,0.5,0.25,1.0,1.0,0.75,1.0,0.0,0.5,1.0,1.0,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
435,0.11538461538461539,0.8,0.5,0.0,0.25,0.5,0.75,0.25,0.25,0.0,0.0,0.75,0.5,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
436,0.11538461538461539,0.4,0.5,0.25,0.25,0.25,1.0,0.5,1.0,0.25,1.0,0.5,0.5,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
437,0.11538461538461539,1.0,0.0,1.0,0.25,0.5,1.0,0.25,0.0,0.25,0.25,0.5,0.5,0.75,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
438,0.1794871794871795,0.8,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0.25,0.75,0.25,0.0,0.25,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
439,0.10256410256410256,1.0,1.0,0.75,0.25,0.25,0.25,0.5,0.25,0.5,0.0,0.25,0.25,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
440,0.12820512820512822,0.8,0.75,0.5,0.25,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.5,0.75,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
441,0.11538461538461539,0.6000000000000001,0.75,0.75,1.0,0.75,0.25,0.75,0.5,0.5,0.75,0.25,0.5,0.75,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
442,0.10256410256410256,0.6000000000000001,0.5,0.75,0.75,0.5,0.5,0.5,0.25,1.0,0.5,0.0,0.5,0.25,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
443,0.12820512820512822,0.4,0.75,0.25,0.0,0.25,0.5,0.25,0.5,0.5,0.0,0.5,0.25,0.25,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
444,0.10256410256410256,1.0,0.75,1.0,0.5,0.75,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
445,0.08974358974358973,0.8,1.0,0.5,0.25,0.5,0.75,0.25,0.25,0.75,0.5,0.5,0.75,0.5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
446,0.12820512820512822,0.2,0.25,0.0,0.0,0.25,1.0,0.5,0.5,0.75,0.0,0.5,0.25,0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
447,0.11538461538461539,0.6000000000000001,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.75,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
448,0.08974358974358973,1.0,1.0,0.5,0.75,0.5,1.0,1.0,1.0,0.0,0.75,1.0,1.0,0.5,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
449,0.10256410256410256,0.6000000000000001,0.75,0.75,0.75,0.75,0.75,1.0,0.75,0.0,0.75,0.75,0.75,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
450,0.15384615384615383,0.4,0.5,1.0,0.25,0.25,0.5,0.5,0.0,0.5,0.0,0.25,0.75,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
451,0.10256410256410256,0.6000000000000001,0.25,0.25,0.0,0.75,0.75,0.75,0.25,0.0,0.0,0.25,0.25,0.25,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
452,0.19230769230769232,0.8,0.75,0.5,0.0,0.75,1.0,0.75,0.0,0.5,0.0,0.75,0.0,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
453,0.11538461538461539,0.6000000000000001,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.75,0.5,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
454,0.6025641025641025,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
455,0.46153846153846156,0.0,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.25,0.25,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
456,0.2692307692307693,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0,0.25,0.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
457,0.5512820512820513,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
458,0.4871794871794872,0.2,0.5,0.25,0.5,0.75,0.25,0.5,0.75,0.5,0.5,0.25,0.25,0.75,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
459,0.12820512820512822,0.4,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.75,0.25,0.25,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
460,0.10256410256410256,0.8,0.5,1.0,0.5,0.5,0.5,0.25,0.5,0.5,0.0,0.25,0.25,0.5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
461,0.47435897435897434,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
462,0.11538461538461539,0.6000000000000001,0.25,0.25,0.0,0.75,1.0,1.0,0.0,0.75,0.0,0.5,1.0,0.25,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
463,0.19230769230769232,0.4,1.0,0.75,0.0,1.0,0.75,1.0,0.25,0.25,0.25,1.0,1.0,0.25,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
464,0.0,0.8,0.5,0.75,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.75,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
465,0.01282051282051283,0.4,0.5,0.75,0.25,0.75,0.5,0.25,0.0,0.5,0.0,0.25,0.5,0.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
466,0.0,1.0,0.75,0.75,0.5,0.75,0.25,0.75,0.25,0.5,0.25,0.25,0.5,0.25,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
467,0.12820512820512822,0.8,0.25,0.75,0.25,0.5,0.75,0.75,0.0,0.5,0.0,0.5,0.25,0.5,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
468,0.0641025641025641,0.2,0.5,0.5,0.0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
469,0.0641025641025641,1.0,0.25,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.25,1.0,0.25,0.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
470,0.025641025641025633,0.8,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
471,0.08974358974358973,0.2,0.25,0.25,0.0,0.5,1.0,0.5,1.0,0.0,0.25,1.0,0.75,1.0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
472,0.08974358974358973,1.0,1.0,0.75,0.25,0.75,1.0,0.5,0.0,0.5,0.25,0.75,0.5,0.75,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
473,0.28205128205128205,0.2,0.5,0.25,0.25,0.5,0.5,0.25,0.0,0.25,0.25,0.25,0.75,0.75,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
474,0.16666666666666666,0.4,0.75,0.75,0.5,0.5,0.75,0.75,0.75,1.0,0.5,0.75,0.5,0.75,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
475,0.21794871794871792,0.8,0.25,0.75,0.75,0.5,0.75,1.0,0.75,0.25,0.25,0.75,0.25,0.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
476,0.24358974358974358,0.6000000000000001,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.75,1.0,1.0,0.75,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
477,0.14102564102564105,0.4,0.5,0.75,0.5,0.75,0.5,0.75,0.75,0.25,0.75,0.5,0.75,0.75,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
478,0.16666666666666666,0.2,0.25,0.0,0.25,0.5,0.75,0.75,0.75,0.25,0.75,0.75,0.75,0.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
479,0.20512820512820515,0.4,0.5,0.5,0.75,0.5,0.25,0.5,0.5,0.5,0.75,0.25,0.25,0.25,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
480,0.10256410256410256,0.4,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0.5,0.75,0.75,1.0,0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
481,0.5128205128205129,0.0,0.25,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.25,0.25,0.25,0.5,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
482,0.14039039332670797,0.6198197282067113,0.5123873301291946,0.3811936650645973,0.2623873301291946,0.6311936650645973,0.8688063349354027,0.8811936650645973,0.8688063349354027,0.5123873301291946,0.6188063349354027,0.6188063349354027,0.7376126698708054,0.75,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
483,0.11795228277653191,0.6799721943430512,0.5,0.75,0.34996524292881387,0.8000695141423723,1.0,1.0,0.9000347570711862,0.75,0.75,0.34996524292881387,0.5999652429288138,0.6500347570711862,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
484,0.06470084183607198,0.6093331326427232,1.0,0.5116664158034039,0.75,0.5,0.7616664158034039,0.75,0.011666415803403857,0.5233328316068078,0.03499924741021157,0.5116664158034039,1.0,1.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
485,0.10222763485694178,1.0,0.75,0.75,0.7434388797103648,0.9934388797103648,0.9934388797103648,0.9934388797103648,0.7565611202896352,0.2434388797103648,0.5065611202896352,0.5065611202896352,0.7434388797103648,0.75,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
